t [s],uRight_1 [N*cm],uRight_2 [N*cm],uLeft_1 [N*cm],uLeft_2 [N*cm],x_CoM [mm],y_CoM [mm],F_dist [N] 
21.152000000000015,2.212809876042602,7.260629234805349,-36.69016534034591,7.030188016944046,0.1711775156881777,219.49541647677725,3.4099999999999717
21.184000000000015,2.0968197628450995,7.318626659345062,-36.53354113906217,6.951368074729365,0.16220480653837613,219.49542451605856,3.399999999999972
21.216000000000015,1.981516264902665,7.376280801094129,-36.37761506431381,6.872385169792072,0.15328521225165806,219.49543207866603,3.389999999999972
21.248000000000015,1.8647770293404906,7.434652844392331,-36.22168357572817,6.79439685782152,0.14425455284290287,219.49543929964662,3.3799999999999724
21.280000000000015,1.7487720654044303,7.492657777184331,-36.066419050767344,6.715526923903041,0.1352806948765852,219.4954460408049,3.3699999999999726
21.312000000000015,1.631382950610088,7.551354816944519,-35.91112760675038,6.637663492477351,0.1261997624128951,219.49545242162512,3.359999999999973
21.344000000000015,1.5142322526744438,7.609932675256206,-35.75600411624508,6.5593707392982346,0.11713727328950779,219.49545834741758,3.349999999999973
21.376000000000015,1.392872610759939,7.670615051168967,-35.59911088694778,6.47908851005919,0.10774919063828421,219.49546402049032,3.339999999999973
21.408000000000015,1.2800692494669343,7.727019276731656,-35.44791420929574,6.403324170564423,0.09902300075795648,219.49546886846173,3.3299999999999734
21.440000000000015,1.1588445616449288,7.787634227232193,-35.292275360756236,6.32349239744351,0.08964535782256028,219.49547362208853,3.3199999999999736
21.472000000000016,1.045191404994248,7.844463405751808,-35.14128786964561,6.247674641973958,0.08085342986877868,219.4954776491868,3.309999999999974
21.504000000000016,0.9224176690145879,7.905852934085858,-34.98515048339811,6.168137648530612,0.07135595638753248,219.49548153263876,3.299999999999974
21.536000000000016,0.808650512682637,7.962739165999788,-34.83489860805017,6.0911147137628765,0.06255520969950705,219.4954846980714,3.2899999999999743
21.568000000000016,0.6851842903384309,8.02447498728191,-34.67899316937812,6.012253829063488,0.053004167180624756,219.49548766233804,3.2799999999999745
21.600000000000016,0.5708537208957019,8.081642978958007,-34.52903991229424,5.935233093155213,0.04415983624360745,219.49548996967334,3.2699999999999747
21.632000000000016,0.44690027059992693,8.143622463736957,-34.37348223400914,5.856409050053197,0.03457110297179315,219.49549199623095,3.259999999999975
21.664000000000016,0.33163952188761203,8.201255598397907,-34.22345582217758,5.779917759754572,0.025654815660106686,219.49549343688935,3.249999999999975
21.696000000000016,0.20806818728255125,8.263044073804418,-34.068967531036016,5.700067903536254,0.016095641915909467,219.49549450679268,3.2399999999999753
21.728000000000016,0.09243886623675635,8.320861544843414,-33.91934075245795,5.624352206195522,0.00715084275732642,219.49549506277233,3.2299999999999756
21.760000000000016,-0.03155929215944188,8.382863479976475,-33.7651566486054,5.544521040024419,-0.002441349022895816,219.49549518114236,3.2199999999999758
21.792000000000016,-0.1517505169687081,8.44296196244002,-33.612961708656044,5.46737965963713,-0.011739045807928283,219.49549482360402,3.209999999999976
21.824000000000016,-0.27174651656012483,8.502962858439425,-33.46196721761283,5.389753815536618,-0.02102164045149227,219.49549400294165,3.199999999999976
21.856000000000016,-0.3907753357386768,8.562480187095721,-33.311572043821535,5.3126336150942945,-0.03022941640317973,219.4954927311356,3.1899999999999764
21.888000000000016,-0.5114068113166556,8.622798868303878,-33.160649412996094,5.234913781431678,-0.03956116990211432,219.49549097711696,3.1799999999999766
21.920000000000016,-0.6318532359118815,8.683025046586826,-33.009539029872535,5.157350263168375,-0.048878608313319666,219.4954887586219,3.169999999999977
21.952000000000016,-0.7524982369676309,8.743350536530222,-32.859167434720185,5.079750915042117,-0.058211408109863576,219.49548606851482,3.159999999999977
21.984000000000016,-0.8735167519162609,8.80386280632884,-32.70810287004652,5.002086717811799,-0.06757310202015429,219.4954828995676,3.1499999999999773
22.016000000000016,-0.9946996533175099,8.864457292394428,-32.55782794085315,4.924410196395758,-0.07694751246107732,219.49547925411068,3.1399999999999775
22.048000000000016,-1.1165387511945204,8.9253798994655,-32.406742323631676,4.846570172538081,-0.08637268464332297,219.49547511255693,3.1299999999999777
22.080000000000016,-1.2391746541697235,8.98670093180072,-32.255949304051306,4.768484079949786,-0.09585949570321156,219.4954704615833,3.119999999999978
22.112000000000016,-1.3610003716616248,9.047616894717825,-32.105682602619716,4.690826454632875,-0.10528363281185854,219.49546536216963,3.109999999999978
